City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
366,Laguna,US,38.42,-121.42,48.99,81,90,3.36,overcast clouds
367,Mount Isa,AU,-20.73,139.5,80.6,10,53,13.87,broken clouds
368,Ancud,CL,-41.87,-73.82,59.0,54,0,12.75,clear sky
369,Hit,IQ,33.64,42.83,70.25,43,4,6.69,clear sky
370,Kumluca,TR,36.37,30.29,68.7,45,0,6.15,clear sky
371,Baykalovo,RU,57.4,63.77,37.51,92,100,4.97,overcast clouds
372,Mayya,RU,61.73,130.28,1.33,77,40,6.71,scattered clouds
373,Itarema,BR,-2.92,-39.92,87.66,56,63,21.14,broken clouds
374,Solnechnyy,RU,50.72,136.63,20.46,90,100,4.83,overcast clouds
375,Magistralnyy,RU,56.17,107.45,13.75,90,100,6.67,overcast clouds
376,Dingle,PH,11.0,122.67,73.4,92,100,6.53,overcast clouds
377,Salgueiro,BR,-8.07,-39.12,95.2,26,7,14.74,clear sky
378,Sorland,NO,67.67,12.69,41.09,69,81,26.62,broken clouds
379,Jaggayyapeta,IN,16.9,80.1,76.23,82,28,1.99,scattered clouds
380,Stranda,NO,62.31,6.94,46.0,91,100,1.99,light rain
381,Palampur,IN,32.12,76.53,55.08,37,0,5.39,clear sky
382,Atagay,RU,55.1,99.39,35.96,93,100,6.11,light rain
383,Abu Samrah,SY,35.3,37.18,64.45,56,3,7.87,clear sky
384,Batagay,RU,67.63,134.63,-25.92,83,83,1.16,broken clouds
385,Domoni,KM,-12.26,44.53,79.25,74,52,3.44,broken clouds
386,Yangshe,CN,31.89,120.61,61.0,42,0,7.52,clear sky
387,Songea,TZ,-10.68,35.65,77.67,36,0,6.13,clear sky
388,Marang,MY,5.21,103.21,80.6,94,40,4.7,moderate rain
389,Cap-Aux-Meules,CA,47.38,-61.86,46.4,65,93,26.4,overcast clouds
390,Teya,RU,60.38,92.63,38.17,90,100,8.01,overcast clouds
391,Scarborough,GB,54.28,-0.4,50.0,89,41,5.59,scattered clouds
392,Beidao,CN,34.57,105.89,48.45,48,82,2.57,broken clouds
393,Shenjiamen,CN,29.96,122.3,64.72,71,50,3.62,scattered clouds
394,Holoby,UA,51.09,25.01,50.0,98,0,11.01,clear sky
395,Rafai,CF,4.95,23.92,74.98,85,77,2.55,light rain
396,Anchorage,US,61.22,-149.9,23.0,85,90,5.82,overcast clouds
397,Lavrentiya,RU,65.58,-171.0,30.06,94,71,13.73,broken clouds
398,Barra Patuca,HN,15.8,-84.28,84.15,72,63,16.49,light rain
399,Goderich,CA,43.75,-81.72,55.4,66,100,12.75,overcast clouds
400,Puerto Cabello,VE,10.47,-68.01,81.09,77,16,5.73,few clouds
401,Najran,SA,17.49,44.13,82.4,18,20,8.05,few clouds
402,Bukama,CD,-9.2,25.85,87.21,47,30,4.29,scattered clouds
403,Alofi,NU,-19.06,-169.92,68.0,94,2,6.93,clear sky
404,Penzance,GB,50.12,-5.54,55.4,93,75,16.11,light rain
405,Aykhal,RU,66.0,111.5,1.4,84,0,4.47,clear sky
406,Rentina,GR,40.66,23.61,55.0,74,49,4.0,scattered clouds
407,Milkovo,RU,54.72,158.62,24.64,90,10,3.36,clear sky
408,Marzuq,YE,14.4,46.47,68.94,49,0,5.03,clear sky
409,Rock Sound,BS,24.9,-76.2,80.58,76,100,26.78,overcast clouds
410,Bridlington,GB,54.08,-0.19,50.0,100,48,2.24,mist
411,Yeppoon,AU,-23.13,150.73,75.2,64,75,10.29,broken clouds
412,Sinegorye,RU,62.08,150.48,0.36,89,100,4.34,light snow
413,Mbeya,TZ,-8.9,33.45,71.46,40,4,7.31,clear sky
414,Areia Branca,BR,-4.96,-37.14,100.4,31,75,9.17,broken clouds
415,Leshukonskoye,RU,64.9,45.76,35.85,88,100,7.2,overcast clouds
416,Praia,CV,14.92,-23.51,87.8,58,20,12.75,few clouds
417,Beaverlodge,CA,55.22,-119.44,15.8,78,90,10.29,light snow
418,Kondagaon,IN,19.6,81.67,61.16,65,0,4.7,clear sky
419,Tomatlan,MX,19.93,-105.25,83.91,62,41,0.76,scattered clouds
420,Vao,NC,-22.67,167.48,73.76,81,1,10.42,clear sky
421,Inhambane,MZ,-23.86,35.38,82.4,83,0,13.87,clear sky
422,Springdale,US,36.19,-94.13,64.99,93,1,5.82,clear sky
423,Zhireken,RU,52.82,117.31,13.33,85,0,2.91,clear sky
424,Gushi,CN,34.64,109.58,55.38,37,0,1.1,clear sky
425,Hirara,JP,24.8,125.28,78.37,89,0,8.46,clear sky
426,Ixtapa,MX,20.7,-105.2,80.01,73,5,6.93,clear sky
427,Dubrovka,RU,53.69,33.51,46.4,81,0,8.95,clear sky
428,Clearlake,US,38.96,-122.63,43.0,81,28,2.01,scattered clouds
429,Otaru,JP,43.19,141.0,46.99,69,60,7.0,broken clouds
430,Mbandaka,CD,0.05,18.26,79.75,76,38,1.54,scattered clouds
431,Yulara,AU,-25.24,130.99,78.8,11,42,17.22,scattered clouds
432,Nazas,MX,25.23,-104.13,68.95,27,0,3.53,clear sky
433,Dhankuta,NP,26.98,87.33,56.53,73,0,5.1,clear sky
434,Chara,RU,56.91,118.26,-3.05,78,58,3.6,broken clouds
435,Grahamstown,ZA,-33.3,26.53,71.28,63,57,10.45,broken clouds
436,Estelle,US,29.85,-90.11,73.0,100,75,13.87,broken clouds
437,Kaeo,NZ,-35.1,173.78,64.0,93,44,8.99,light rain
438,Novyy Urengoy,RU,66.08,76.63,32.38,98,100,4.83,overcast clouds
439,Canguaretama,BR,-6.38,-35.13,87.8,58,20,19.46,few clouds
440,Luderitz,NA,-26.65,15.16,66.65,73,4,9.33,clear sky
441,Bandarbeyla,SO,9.49,50.81,76.86,83,72,13.73,broken clouds
442,Ajdabiya,LY,30.76,20.23,71.11,55,2,16.96,clear sky
443,Minna,NG,9.61,6.56,91.83,24,36,3.76,scattered clouds
444,Tuatapere,NZ,-46.13,167.68,45.0,86,100,5.01,light rain
445,Shimoda,JP,34.67,138.95,64.0,93,99,1.99,light rain
446,Cuauhtemoc,MX,28.42,-106.87,62.69,30,0,4.61,clear sky
447,Buchanan,LR,5.88,-10.05,87.8,70,75,7.49,broken clouds
448,Grand Island,US,40.92,-98.34,62.01,77,1,18.34,clear sky
449,Kiama,AU,-34.68,150.87,55.0,77,42,8.63,scattered clouds
450,Vega De Alatorre,MX,20.03,-96.63,79.2,62,35,11.74,scattered clouds
451,Pandan,PH,14.05,124.17,81.16,85,100,14.97,overcast clouds
452,Hambantota,LK,6.12,81.12,77.0,100,20,4.7,few clouds
453,Tandil,AR,-37.32,-59.13,78.01,50,0,5.01,clear sky
454,Auki,SB,-8.77,160.7,77.74,85,83,4.12,broken clouds
455,Nyurba,RU,63.28,118.33,-4.86,91,59,4.97,broken clouds
456,Lynden,US,48.95,-122.45,41.0,86,75,8.05,shower rain
457,Along,IN,28.17,94.77,59.94,56,0,2.24,clear sky
458,Lecce,IT,40.22,18.17,66.2,52,5,11.41,clear sky
459,Ruidoso,US,33.33,-105.67,59.0,24,1,10.29,clear sky
460,Ko Samui,TH,9.54,99.94,83.23,68,0,3.49,clear sky
461,Egvekinot,RU,66.32,-179.17,22.6,99,100,2.06,light snow
462,Mormugao,IN,15.4,73.8,81.34,81,1,3.78,light rain
463,Honningsvag,NO,70.98,25.97,39.87,72,99,36.19,overcast clouds
464,Port Blair,IN,11.67,92.75,81.68,79,0,6.31,clear sky
465,Floro,NO,61.6,5.03,48.2,93,100,1.12,overcast clouds
466,Shahrud,IR,36.42,54.98,57.94,34,100,1.41,overcast clouds
467,Radnevo,BG,42.3,25.93,55.99,62,75,13.87,broken clouds
468,Morondava,MG,-20.28,44.28,81.3,77,0,15.1,clear sky
469,Mitsamiouli,KM,-11.38,43.28,80.62,72,25,6.69,scattered clouds
470,Peace River,CA,56.25,-117.29,12.2,85,90,5.82,light snow
471,Belaya Gora,RU,68.53,146.42,-3.42,92,100,4.97,light snow
472,Port Shepstone,ZA,-30.74,30.45,72.5,82,26,16.53,scattered clouds
473,Bubaque,GW,11.28,-15.83,87.53,67,0,3.87,clear sky
474,Takoradi,GH,4.88,-1.76,82.35,78,55,9.06,light rain
475,Soe,ID,-9.86,124.28,69.22,70,22,3.04,few clouds
476,Mitu,CO,1.2,-70.17,92.64,52,99,1.19,overcast clouds
477,Airai,TL,-8.93,125.41,62.67,67,73,2.21,broken clouds
478,Nuuk,GL,64.18,-51.72,26.6,58,20,8.05,few clouds
479,Pacific Grove,US,36.62,-121.92,48.99,93,20,3.36,few clouds
480,Sungaipenuh,ID,-2.08,101.38,67.19,93,100,1.86,heavy intensity rain
481,Karratha,AU,-20.74,116.85,75.79,49,0,17.02,clear sky
482,Acurenam,GQ,1.03,10.65,75.22,92,59,3.98,light rain
483,Bereda,ES,43.27,-7.54,57.99,97,62,5.99,broken clouds
484,Torbay,CA,47.67,-52.73,54.0,93,90,28.86,light rain
485,Mandalgovi,MN,45.76,106.27,25.47,76,0,6.89,clear sky
486,Kushima,JP,31.46,131.23,64.0,88,100,11.01,light rain
487,Yarmouth,US,41.71,-70.23,69.8,46,1,5.82,clear sky
488,Tecoanapa,MX,16.52,-98.75,85.46,64,25,2.53,scattered clouds
489,Santa Maria,BR,-29.68,-53.81,80.6,51,0,10.29,clear sky
490,Mango,US,27.98,-82.31,84.99,62,75,16.11,broken clouds
491,Evensk,RU,61.95,159.23,11.97,89,75,9.35,broken clouds
492,Bayir,TR,37.27,28.22,71.6,30,0,10.29,clear sky
493,Vzmorye,RU,54.7,20.24,48.2,93,90,6.71,overcast clouds
494,Bichura,RU,50.59,107.6,22.1,90,30,3.71,scattered clouds
495,Shirochanka,RU,46.65,38.4,53.17,68,7,12.35,clear sky
496,Touros,BR,-5.2,-35.46,87.8,58,40,18.34,scattered clouds
497,Tiznit,MA,29.58,-9.5,70.43,49,0,7.85,clear sky
498,Aksha,RU,50.28,113.29,10.53,90,0,5.61,clear sky
499,Robe,AU,-37.18,139.75,47.39,81,0,15.17,clear sky
500,Mpika,ZM,-11.83,31.45,77.25,19,16,5.39,few clouds
501,Luchegorsk,RU,46.48,134.26,29.7,97,35,3.44,scattered clouds
502,Hasaki,JP,35.73,140.83,61.0,100,75,4.7,light intensity shower rain
503,Chazuta,PE,-6.57,-76.14,86.0,66,40,2.24,scattered clouds
504,Severo-Kurilsk,RU,50.68,156.12,35.11,81,87,5.77,overcast clouds
505,Amahai,ID,-3.33,128.92,81.0,89,12,3.91,few clouds
506,Oga,IT,46.46,10.35,50.0,52,0,14.99,clear sky
507,Benghazi,LY,32.12,20.07,68.65,72,24,23.2,light rain
508,Aklavik,CA,68.22,-135.01,19.4,79,75,6.93,broken clouds
509,Buraydah,SA,26.33,43.98,84.2,26,75,8.05,broken clouds
510,Puqi,CN,29.72,113.88,58.44,54,0,2.1,clear sky
511,Rovaniemi,FI,66.5,25.72,37.4,69,0,9.17,clear sky
512,Singojuruh,ID,-8.32,114.23,72.7,87,1,2.26,clear sky
513,Quibdo,CO,5.69,-76.66,83.25,71,96,1.95,overcast clouds
514,Darnah,LY,32.77,22.64,68.32,72,25,17.63,moderate rain
515,Taganak,PH,6.08,118.3,78.8,94,20,3.36,few clouds
516,Champerico,GT,14.3,-91.92,77.0,94,75,15.05,broken clouds
517,Kamaishi,JP,39.27,141.88,56.77,78,25,6.73,scattered clouds
518,Bahar,IR,34.91,48.44,48.24,72,100,11.63,light rain
519,Sam Roi Yot,TH,12.27,99.87,76.46,88,28,6.17,scattered clouds
520,Tailai,CN,46.38,123.4,30.81,80,22,20.27,few clouds
521,Lorengau,PG,-2.02,147.27,81.14,77,10,8.99,clear sky
522,Gari,RU,59.43,62.35,35.64,95,100,3.94,overcast clouds
523,Caxito,AO,-8.58,13.66,84.2,70,75,12.75,broken clouds
524,Mbala,ZM,-8.84,31.37,71.96,35,0,1.54,clear sky
525,Alausi,EC,-2.2,-78.83,56.84,66,86,3.85,overcast clouds
526,Nelson Bay,AU,-32.72,152.15,62.01,72,75,14.99,broken clouds
527,Pudozh,RU,61.81,36.53,45.84,85,100,13.4,overcast clouds
528,Ta Khmau,KH,11.48,104.95,80.6,83,40,6.93,heavy intensity rain
529,Batetskiy,RU,58.65,30.3,45.93,90,23,8.97,few clouds
530,Takaka,NZ,-40.85,172.8,61.0,92,100,1.01,overcast clouds
531,La Rioja,ES,42.25,-2.5,59.0,93,75,4.7,broken clouds
532,Cefalu,IT,38.04,14.02,64.0,80,2,5.1,clear sky
533,Wamba,NG,8.93,8.6,87.03,39,92,3.44,overcast clouds
534,Gigmoto,PH,13.78,124.39,81.21,83,100,14.27,overcast clouds
535,Mount Darwin,ZW,-16.77,31.58,90.57,19,0,5.84,clear sky
536,Huarmey,PE,-10.07,-78.15,67.69,65,13,10.87,few clouds
537,Vanimo,PG,-2.67,141.3,76.42,91,100,3.96,overcast clouds
538,Rawson,AR,-43.3,-65.1,71.82,30,24,21.65,few clouds
539,Kahului,US,20.89,-156.47,72.0,78,90,3.36,overcast clouds
540,Biak,ID,-0.91,122.88,77.54,69,97,6.31,overcast clouds
541,Samagaltay,RU,50.6,95.0,25.63,89,23,1.81,few clouds
542,Ziro,IN,27.63,93.83,44.35,81,0,2.95,clear sky
543,Juneau,US,58.3,-134.42,25.0,85,1,3.36,clear sky
544,Jacareacanga,BR,-6.22,-57.75,92.93,46,100,5.84,overcast clouds
545,Caetite,BR,-14.07,-42.48,77.52,67,100,9.57,moderate rain
546,Muhos,FI,64.81,25.99,44.6,63,0,20.8,clear sky
547,Afyonkarahisar,TR,38.75,30.67,46.83,60,7,9.24,clear sky
548,Sioux Lookout,CA,50.1,-91.92,28.4,92,90,5.82,overcast clouds
549,Marquette,US,46.53,-87.63,64.0,68,100,5.99,overcast clouds
550,Rong Kwang,TH,18.34,100.32,72.09,89,7,1.86,clear sky
551,Palembang,ID,-2.92,104.75,76.05,92,100,2.08,overcast clouds
552,Cabedelo,BR,-6.98,-34.83,87.8,62,75,16.11,broken clouds
553,Kletskaya,RU,49.31,43.06,42.01,88,100,5.01,overcast clouds
554,Puerto Escondido,MX,15.85,-97.07,84.58,55,41,3.02,scattered clouds
555,Tessalit,ML,20.2,1.01,89.55,12,92,14.29,overcast clouds
556,Dalvik,IS,65.97,-18.53,42.8,56,75,17.22,broken clouds
557,Vila Franca Do Campo,PT,37.72,-25.43,64.4,59,20,18.34,few clouds
558,Poshekhonye,RU,58.5,39.14,39.99,80,35,9.46,scattered clouds
559,Coihaique,CL,-45.58,-72.07,60.8,44,0,4.7,clear sky
560,Mocuba,MZ,-16.84,36.99,91.24,25,100,5.82,overcast clouds
561,Casablanca,MA,33.59,-7.62,71.6,53,40,11.41,scattered clouds
562,Libreville,GA,0.39,9.45,84.2,79,20,10.29,few clouds
563,Jieshi,CN,22.81,115.83,72.99,79,45,13.2,scattered clouds
564,Lac Du Bonnet,CA,50.25,-96.06,32.0,79,96,10.29,overcast clouds
565,Paamiut,GL,61.99,-49.67,29.46,91,100,12.19,overcast clouds
566,Green River,US,41.53,-109.47,50.0,53,40,19.46,scattered clouds
567,Huejucar,MX,22.35,-103.22,65.12,30,7,2.57,clear sky
568,Ratnagiri,IN,16.98,73.3,80.17,76,22,6.08,few clouds
569,Okhotsk,RU,59.38,143.3,11.05,89,88,14.09,overcast clouds
570,Channel-Port Aux Basques,CA,47.57,-59.14,44.2,78,85,28.57,overcast clouds
571,Briancon,FR,44.9,6.65,57.0,65,100,1.01,overcast clouds
572,Acapulco,MX,16.86,-99.89,80.6,78,5,5.82,clear sky
573,Thunder Bay,CA,48.4,-89.32,43.0,93,90,5.14,overcast clouds
574,Palmira,CO,3.54,-76.3,82.0,65,75,4.7,haze
575,Sarai Naurang,PK,32.83,70.78,67.1,24,0,3.22,clear sky
576,Arman,RU,59.7,150.17,10.38,86,99,13.94,overcast clouds
577,Nangomba,TZ,-10.9,38.5,89.55,32,3,9.24,clear sky
578,Veraval,IN,20.9,70.37,80.47,48,0,5.77,clear sky
579,Quesnel,CA,53.0,-122.5,30.2,63,75,13.87,broken clouds
580,Sharjah,AE,25.36,55.4,84.2,51,0,6.93,clear sky
581,Valparaiso,CL,-33.04,-71.63,59.0,82,75,5.82,fog
582,Kavaratti,IN,10.57,72.64,83.75,71,2,5.53,clear sky
583,La Reforma,MX,25.08,-108.05,81.0,79,3,10.0,clear sky
584,Soyo,AO,-6.13,12.37,82.4,78,40,11.41,scattered clouds
585,Dovers,VC,12.88,-61.18,82.96,78,34,15.86,scattered clouds
586,Olafsvik,IS,64.89,-23.71,41.58,74,100,29.06,overcast clouds
587,San Policarpo,PH,12.18,125.51,75.65,89,92,4.76,overcast clouds
588,North Bend,US,43.41,-124.22,45.0,93,90,5.44,overcast clouds
589,Dukat,RU,62.55,155.55,-4.07,91,100,3.67,overcast clouds
590,Manokwari,ID,-0.87,134.08,80.38,77,100,2.71,overcast clouds
591,Roebourne,AU,-20.78,117.13,77.72,44,0,16.93,clear sky
592,Plettenberg Bay,ZA,-34.05,23.37,66.47,63,18,2.84,few clouds
593,San Rafael,AR,-34.62,-68.33,78.58,36,0,9.19,clear sky
594,Bonavista,CA,48.65,-53.11,52.0,93,96,11.41,light rain
595,Shangqiu,CN,34.45,115.65,54.52,36,0,3.31,clear sky
596,Barreirinha,BR,-2.79,-57.07,95.34,44,61,5.66,broken clouds
597,Kirakira,SB,-10.45,161.92,78.69,80,52,4.76,broken clouds
598,Ashtian,IR,34.52,50.0,50.32,48,97,10.58,overcast clouds
599,Muswellbrook,AU,-32.27,150.9,59.0,73,93,3.0,overcast clouds
600,Lyudinovo,RU,53.87,34.45,43.74,91,1,5.97,clear sky
601,Mountain Home,US,43.13,-115.69,39.2,100,90,4.7,overcast clouds
602,Djibo,BF,14.1,-1.63,95.61,10,0,12.39,clear sky
603,Mapimi,MX,25.82,-103.85,59.0,38,5,4.7,clear sky
604,Los Angeles,US,34.05,-118.24,55.0,81,75,4.7,broken clouds
605,Ariquemes,BR,-9.91,-63.04,99.1,33,16,5.39,few clouds
606,Te Anau,NZ,-45.42,167.72,38.86,90,100,4.41,overcast clouds
607,Port Keats,AU,-14.25,129.55,84.94,54,43,7.7,scattered clouds
608,Mananara,MG,-16.17,49.77,73.45,84,70,4.38,broken clouds
609,Levelland,US,33.59,-102.38,63.0,82,1,16.11,clear sky
610,Mayo,US,38.89,-76.51,68.0,82,1,1.03,clear sky
611,Los Llanos De Aridane,ES,28.66,-17.92,73.4,56,40,3.36,scattered clouds
612,Livingston,GB,55.9,-3.52,44.6,93,75,8.05,broken clouds
613,Waipawa,NZ,-41.41,175.52,59.0,93,100,6.93,moderate rain
614,Truth Or Consequences,US,33.13,-107.25,64.0,29,1,3.36,clear sky
615,Mahibadhoo,MV,3.78,72.97,84.29,73,99,8.1,moderate rain
616,Helong,CN,42.54,129.0,34.03,88,9,9.82,light rain
617,Bintulu,MY,3.17,113.03,78.8,94,20,2.24,few clouds
618,Quelimane,MZ,-17.88,36.89,89.6,52,0,20.8,clear sky
619,Ola,RU,59.58,151.28,12.02,87,100,14.72,overcast clouds
620,Acarau,BR,-2.89,-40.12,88.0,55,71,22.19,broken clouds
621,Catamarca,AR,-28.47,-65.79,89.01,27,2,11.01,clear sky
622,Barreiras,BR,-12.15,-44.99,86.05,56,60,7.31,light rain
623,Cambridge,CA,43.36,-80.31,63.0,67,1,9.17,clear sky
624,Sterling,US,39.01,-77.43,69.01,55,20,3.36,few clouds
625,Tokmak,UA,47.25,35.71,51.31,73,0,10.47,clear sky
626,Sao Raimundo Das Mangabeiras,BR,-7.02,-45.48,91.74,46,35,7.49,scattered clouds
627,Moosomin,CA,50.13,-101.67,30.36,89,100,10.42,overcast clouds
628,Aktau,KZ,43.65,51.2,50.0,61,75,20.13,broken clouds
629,Nkhata Bay,MW,-11.61,34.29,82.65,48,0,2.77,clear sky
630,Norman Wells,CA,65.28,-126.83,17.6,92,90,2.24,light snow
631,Tautira,PF,-17.73,-149.15,75.2,78,20,2.24,few clouds
632,Multai,IN,21.77,78.25,63.72,39,0,5.1,clear sky
633,Ust-Kuyga,RU,70.02,135.6,-24.16,85,98,4.47,overcast clouds
634,Yatou,CN,37.15,122.38,51.17,56,0,10.8,clear sky
635,Teguise,ES,29.06,-13.56,71.6,73,20,8.05,few clouds
636,Mnogovershinnyy,RU,53.94,139.92,16.11,96,69,3.53,light snow
637,Kapuskasing,CA,49.42,-82.43,33.8,95,100,6.93,overcast clouds
638,Talnakh,RU,69.49,88.4,15.8,78,75,8.95,light snow
639,Bestobe,KZ,52.5,73.1,46.62,50,100,17.58,overcast clouds
640,Nanga Eboko,CM,4.68,12.37,80.37,67,68,1.92,broken clouds
641,Bethanien,NA,-26.5,17.16,83.48,16,0,21.92,clear sky
642,Erdenet,MN,49.03,104.08,24.33,84,0,3.38,clear sky
643,Brae,GB,60.4,-1.35,48.2,87,40,3.36,shower rain
644,Mudgee,AU,-32.59,149.59,55.4,71,90,8.05,overcast clouds
645,Maragogi,BR,-9.01,-35.22,82.63,74,32,15.5,scattered clouds
646,Mogadishu,SO,2.04,45.34,80.92,78,30,9.22,scattered clouds
647,Berdigestyakh,RU,62.1,126.7,-4.32,90,100,5.35,overcast clouds
648,Tromso,NO,69.65,18.96,35.6,80,75,18.34,broken clouds
649,Namibe,AO,-15.2,12.15,78.8,61,20,13.87,few clouds
650,Pangkalanbuun,ID,-2.68,111.62,75.42,94,50,1.1,scattered clouds
651,Oneonta,US,42.45,-75.06,62.01,62,4,1.01,clear sky
652,Tibati,CM,6.47,12.63,80.96,45,96,5.68,overcast clouds
653,Smithers,CA,54.78,-127.17,24.8,79,5,5.39,clear sky
654,Jacqueville,CI,5.21,-4.41,84.2,83,40,11.41,scattered clouds
655,Klaksvik,FO,62.23,-6.59,41.0,86,100,2.24,overcast clouds
656,Poso,ID,-1.4,120.75,77.52,81,100,4.56,moderate rain
657,Sao Felix Do Xingu,BR,-6.64,-51.99,88.79,53,59,4.63,broken clouds
658,Tongren,CN,27.72,109.19,58.64,61,0,2.37,light rain
659,Manggar,ID,-2.88,108.27,80.8,81,100,3.91,overcast clouds
660,Conde,BR,-7.26,-34.91,87.8,62,75,16.11,broken clouds
661,Kanniyakumari,IN,8.08,77.57,83.03,76,0,14.03,clear sky
662,Kenai,US,60.55,-151.26,25.0,79,90,10.29,overcast clouds
663,Nouadhibou,MR,20.93,-17.03,78.8,57,13,13.87,few clouds
664,Umm Lajj,SA,25.02,37.27,76.78,59,0,9.62,clear sky
665,Veere,NL,51.55,3.67,55.4,82,0,9.17,clear sky
666,Te Kauwhata,NZ,-37.4,175.15,64.0,55,29,11.01,scattered clouds
667,Magnolia,US,33.27,-93.24,66.99,72,40,5.82,scattered clouds
668,Lupiro,TZ,-8.38,36.67,85.82,43,55,7.83,broken clouds
669,Christchurch,NZ,-43.53,172.63,53.01,100,100,19.46,light rain
670,Hearst,CA,49.68,-83.67,32.0,95,100,4.7,overcast clouds
671,Nabire,ID,-3.37,135.48,77.07,89,89,3.71,light rain
672,Yerbogachen,RU,61.28,108.01,1.92,92,100,4.94,overcast clouds
673,Burgersdorp,ZA,-31.0,26.33,77.49,24,0,23.17,clear sky
674,Berlevag,NO,70.86,29.09,40.48,75,92,31.94,light rain
675,Port Lincoln,AU,-34.73,135.87,57.49,79,0,16.15,clear sky
676,Keningau,MY,5.34,116.16,78.8,94,20,5.82,few clouds
677,Kutoarjo,ID,-7.72,109.91,68.0,84,28,2.71,light rain
678,Bardstown,US,37.81,-85.47,64.0,55,1,2.3,clear sky
679,Ilo,PE,-17.64,-71.34,68.0,68,90,4.7,overcast clouds
